idJeu;Nom du jeu;Auteur;Éditeur;nb joueurs;âge min;Durée;Type;Notice;Zone plan;Zone bénévole;idZone;À animer;Reçu;Mécanismes;Thèmes;Tags;Description;Image;Logo;Vidéo
711;Mini Rogue;Gabriel Gendron, Paolo Di Stefano;Nut’s Publishing ;1 à 2 joueurs;14 ans;30 mn;Initiés;https://www.nutspublishing.com/eshop/doc/minirogue/Mini-Rogue-EN-Base-Game-Rules.pdf;Esplanade-Centre 5;Esplanade-Centre 5a;216;oui;oui;Cartes,Coopératif;Médiéval, Fantastique;Médiéval, Fantastique,Cartes,Coopératif;Mini Rogue est un jeu de cartes minimaliste dans lequel vous explorez un donjon dans le but de récupérer le rubis de Og. Affrontez des monstres et des pièges et tentez survivre en accumulant de l’expérience et des ressources.;https://cdn3.philibertnet.com/511336-large_default/mini-rogue.jpg;https://www.nutspublishing.com/eshop/image/cache/data/logo/logo_nuts-230x230.jpg;https://videoregles.net/videoregle/mini-rogue
717;Pas vu, pas pris !;Phil Vizcarro, Amine Rahmani;Letheia;2 à 4 joueurs;8 ans;30 mn;Tout public;https://www.letheia-games.com/_files/ugd/721fc2_630afabefdfb471ea899b42a3f45905b.pdf;Esplanade-Ouest 1;Esplanade-Ouest 1a;211;oui;oui;Observation,Parcours;Fantôme;Fantôme,Observation,Parcours;Incarnez une bande de fantômes espiègles et tentez de vous sauver d’un hôtel... sans être vus par les humains qui vous lorgnent par le trou de la serrure !;https://www.espritjeu.com/upload/image/pas-vu--pas-pri---p-image-77974-grande.jpg;https://static.wixstatic.com/media/721fc2_aa66acb0d2764616850fe60a64ba49e2~mv2.png/v1/fill/w_80,h_80,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Logo%20Leth;https://www.letheia-games.com/pas-vu-pas-pris
742;Sushi Go Party;Phil Walker-Harding;Cocktail Games;2 à 8 joueurs;8 ans;30 mn;Tout public;https://www.cocktailgames.com/wp-content/uploads/2022/01/Sushi_go_party_regles.pdf;Esplanade-Est 1;;179;non;oui;Cartes,Combinaison,Draft;Asie, Alimentation;Asie, Alimentation,Cartes,Combinaison,Draft;Bienvenue à Sushi go party ! Vous allez diner à la carte au milieu d’un tourbillon de sushis ! Avant de manger, vous devez choisir votre menu à partir d’une grande variété d’options délicieuses. Ensuite, lors de 3 tours de jeu, essayez de marquer plus de points que vos adversaires en prenant les meilleures combinaisons de cartes avant qu’elles vous passent sous le nez ! Qui obtiendra les meilleures combinaisons de cartes devant soi ? Régalez-vous jusqu’à 8 joueurs et jouez tous en même temps : choisissez vos cartes une par une, parmi celles entre vos mains, puis passez le reste à votre voisin de gauche…;https://cdn2.philibertnet.com/534277-large_default/sushi-go-party.jpg;https://www.cocktailgames.com/wp-content/uploads/2016/02/cocktailgames-logo-retina.png;https://www.youtube.com/watch?v=TVI2Z8HHzAY
745;Bioviva Planète - Mers et Océans;;Bioviva;2 à 4 joueurs;8 ans;30 mn;Tout public;https://www.didacto.com/index.php?controller=attachment&id_attachment=2859;Esplanade-Centre 3;;184;non;oui;Connaissance,Déduction,Observation;Océan, nature;Océan, nature,Connaissance,Déduction,Observation;Avec Bioviva Planète - Mers et Océans, partez à la découverte des quatre coins du globe et partagez vos émotions sans modération ! Observation, intuition et stratégie sont au rendez-vous !;https://cdn2.philibertnet.com/502196-thickbox_default/bioviva-planete-mers-et-oceans.jpg;https://www.bioviva.com/themes/bioviva/assets/svg/bioviva-logo.svg;https://www.youtube.com/watch?v=w9Mzil5M6U4&t=2s
751;Kluster;Paula Henning, Robert Henning;Borderline éditions;1 à 4 joueurs;14 ans;30 mn;Tout public;https://cdn.shopify.com/s/files/1/0566/3821/0205/files/Kluster-rules-A4-12_compressed.pdf?v=1636361905;Antigone-Sud 1;Antigone-Sud 1c;203;oui;oui;Adresse;Abstrait;Abstrait,Adresse;Kluster est un jeu d'adresse dans lequel les joueurs s'affrontent autour d'une zone délimitée. Le premier qui parvient à poser tous ses aimants remporte le duel.;https://cdn2.philibertnet.com/458291-large_default/kluster.jpg;http://borderlineeditions.com/images/borderline.jpg;https://www.youtube.com/watch?v=mjHVCnFdZ7E
752;Dig Your Way Out;David Simide;Borderline éditions;2 à 6 joueurs;14 ans;60 mn;Initiés;https://cdn.shopify.com/s/files/1/0566/3821/0205/files/DYWO_RULEBOOK_FR-min.pdf?v=1638872261;Esplanade-Centre 5;Esplanade-Centre 5c;222;oui;oui;Déduction,Mémoire;Evasion, Prison;Evasion, Prison,Déduction,Mémoire;Dig your way Out est un jeu de société se déroulant dans une prison d'où il faut s'évader avant les autres. Fabriquez des outils avec des objets de récupération, achetez les avec des cigarettes ou rackettez ceux des autres joueurs.;https://cdn2.philibertnet.com/470892-thickbox_default/dig-your-way-out.jpg;http://borderlineeditions.com/images/borderline.jpg;https://www.youtube.com/watch?v=4B9Q0LldI5A
761;La Marche du Crabe;Julien Prothière;Jeux Opla;2 joueurs;8 ans;15 mn;Tout public;https://www.jeux-opla.fr/wp-content/uploads/OPLA-CRABE-Livret-PAI.pdf;Esplanade-Centre 5;Esplanade-Centre 5b;220;oui;oui;Coopératif,Déduction;Animaux, Océan;Animaux, Océan,Coopératif,Déduction;La Marche du Crabe est un jeu de déduction coopérative hyper immersif et malin. Incarnez deux crabes super-copains qui ont pour mission de libérer 8 de leurs amis du joug des tourteaux.;https://cdn2.philibertnet.com/476222-large_default/la-marche-du-crabe.jpg;https://www.jeux-opla.fr/wp-content/uploads/cropped-logo_opla-1-1.png;https://www.youtube.com/watch?v=yisdcnYGndo&t=5s
767;Little Cooperation;;Djeco;2 à 4 joueurs;2 ans;30 mn;Tout public;https://www.philibertnet.com/fr/index.php?controller=attachment&id_attachment=3598;Esplanade-Est 4;Esplanade-Est 4a;226;oui;oui;Coopératif,Dés;Animaux, Nature;Animaux, Nature,Coopératif,Dés;Ce jeu de coopération apprend aux plus petits à jouer et à gagner ensemble, les uns avec les autres.;https://www.ludifolie.com/13347-large_default/little-cooperation.jpg;https://upload.wikimedia.org/wikipedia/fr/thumb/1/18/Logo_Djeco.svg/langfr-280px-Logo_Djeco.svg.png;https://www.youtube.com/watch?v=6qrZ8znBZUc
768;Dictopia;Jérémy Partinico;Subverti;1 à 7 joueurs;10 ans;15 mn;Tout public;https://subverti.com/assets/dl/dictopia/Dictopia-rules-3.9.pdf;Esplanade-Centre 5;;186;non;oui;Cartes,Déduction,Jeu de lettre;Mot avec objectif(s);Mot avec objectif(s),Cartes,Déduction,Jeu de lettre;Dictopia est un jeu de lettres surprenant, rapide et tactique dans un univers dystopique. Une immersion dans un univers orwellien, une dystopie où les lettres elles-mêmes sont contrôlées.;https://subverti.com/assets/img/games/dict/dict01-dictx1-box.png?v=1679083296;https://subverti.com/assets/img/identity/subverti-horizontal-light.webp;https://www.youtube.com/watch?v=j5BuWcXDcn4
773;Monstres sous le Lit;;Smart Games;1 joueur;6 ans;5 mn;Tout public;https://www.smartgames.eu/fr/jeux-pour-1-joueur/monstres-sous-le-lit;Esplanade-Est 3;;181;non;oui;Casse-tête;Fantastique;Fantastique,Casse-tête;Monstres sous le lit est en jeu proposant 60 défis du plus simple au plus difficile dans un format idéal pour les voyages.;https://cdn1.philibertnet.com/532822-large_default/monstres-sous-le-lit.jpg;https://gamesbysmart.com/static/version1676365149/frontend/ToysBySmart/ToysBySmartTheme/fr_FR/images/toysbysmart-logo.svg;https://www.smartgames.eu/fr/jeux-pour-1-joueur/monstres-sous-le-lit
774;Les Pingouins Plongeurs;;Smart Games;1 joueur;6 ans;5 mn;Enfants;https://www.smartgames.eu/fr/jeux-pour-1-joueur/les-pingouins-plongeurs;Esplanade-Est 3;;181;non;oui;Casse-tête;Banquise;Banquise,Casse-tête;Les Pingouins Plongeurs est un jeu de réflexion proposant 60 défis évolutifs. Le but du jeu consiste à réussir à placer les quatre morceaux de banquise autour d’eux.;https://cdn2.philibertnet.com/501395-large_default/les-pingouins-plongeurs.jpg;https://gamesbysmart.com/static/version1676365149/frontend/ToysBySmart/ToysBySmartTheme/fr_FR/images/toysbysmart-logo.svg;https://www.youtube.com/watch?v=ExJBu01DLtk
775;Pirates en Vue !;;Smart Games;1 joueur;7 ans;5 mn;Enfants;https://www.smartgames.eu/fr/jeux-pour-1-joueur/pirates-en-vue;Esplanade-Est 3;;181;non;oui;Casse-tête;Pirates;Pirates,Casse-tête;Pirates en vue est un jeu de réflexion pour 1 joueur qui contient 80 défis allant du plus simple au plus difficile répartis dans 4 modes de jeu.;https://cdn1.philibertnet.com/500972-large_default/pirates-en-vue-.jpg;https://gamesbysmart.com/static/version1676365149/frontend/ToysBySmart/ToysBySmartTheme/fr_FR/images/toysbysmart-logo.svg;https://www.youtube.com/watch?v=NpkbxRicDMM
778;Jumping la Compétition;Raf Peeters;Smart Games;1 joueur;7 ans;5 mn;Enfants;https://www.smartgames.eu/fr/jeux-pour-1-joueur/jumping-la-comp%C3%A9tition;Esplanade-Est 3;;181;non;oui;Casse-tête;Animaux;Animaux,Casse-tête;Jumping - La Compétition est un jeu solo de casse-tête où vous devrez relever 80 défis à difficulté croissante.;https://cdn1.philibertnet.com/536314-large_default/jumping-la-competition.jpg;https://gamesbysmart.com/static/version1676365149/frontend/ToysBySmart/ToysBySmartTheme/fr_FR/images/toysbysmart-logo.svg;https://www.youtube.com/watch?app=desktop&v=MTV1UYkV2Hg
783;IQ Stars;Raf Peeters;Smart Games;1 joueur;6 ans;5 mn;Enfants;https://www.smartgames.eu/fr/jeux-pour-1-joueur/iq-stars;Esplanade-Est 3;;181;non;oui;Casse-tête;Abstrait;Abstrait,Casse-tête;Un jeu de logique et de réflexion abstrait avec 120 défis à réaliser seul et qui s'emporter partout.;https://cdn2.philibertnet.com/501633-large_default/iq-stars.jpg;https://gamesbysmart.com/static/version1676365149/frontend/ToysBySmart/ToysBySmartTheme/fr_FR/images/toysbysmart-logo.svg;https://www.youtube.com/watch?v=ntgsaxDhDdY
790;Heredity;Jerome Cance, Laurent Kobel;Darucat;1 à 4 joueurs;14 ans;180 mn;Tout public;https://tts.hereditygame.com/pdf/rules-FR.pdf;Antigone-Sud 1;Antigone-Sud 1b;202;non;oui;Coopératif,Narratif;univers Post Apocalyptique;univers Post Apocalyptique,Coopératif,Narratif;Heredity est un jeu coopératif et narratif de 1 à 4 joueurs où vous incarnez le destin d'une famille dans un univers Post Apocalyptique. Votre aventure se déroule sur 5 chapitres qui forment une campagne.;https://forum.cwowd.com/uploads/default/optimized/3X/2/a/2a263e6f2895ffaaad7322617fcb525cf0201b45_2_500x500.jpeg;https://ik.imagekit.io/heredity/www/tr:w-250/logo_79BIFnXMaG.png;https://www.youtube.com/watch?v=EfCG1WW7Ar8
